"x";"predicted";"std.error";"conf.low";"conf.high";"group";"shade_treelevel";"response"
-2,4;6,16879894547532;0,175482611960341;4,37350417826317;8,70105043430178;"1";8,8257482864753;"Coleoptera *"
-2,2;6,35365374851606;0,166074930560055;4,58838980843469;8,79805719248685;"1";13,0208972626024;"Coleoptera *"
-2;6,54404792778048;0,15695175090433;4,8111500160574;8,90110745625462;"1";17,2160462387294;"Coleoptera *"
-1,8;6,74014747673179;0,148165636213824;5,04139331254734;9,01131595803604;"1";21,4111952148565;"Coleoptera *"
-1,6;6,94212336300876;0,139780161284295;5,27850865406644;9,13005546559164;"1";25,6063441909835;"Coleoptera *"
-1,4;7,15015167748232;0,131871776032571;5,5216108507941;9,25901342787507;"1";29,8014931671106;"Coleoptera *"
-1,2;7,36441378777883;0,124531406603353;5,76948245428567;9,40025225266793;"1";33,9966421432377;"Coleoptera *"
-1;7,58509649640381;0,117865224890716;6,02052062963003;9,55626471514853;"1";38,1917911193647;"Coleoptera *"
-0,8;7,81239220360402;0,111993684365561;6,27270467449836;9,73000884149131;"1";42,3869400954918;"Coleoptera *"
-0,6;8,04649907510994;0,107047622712095;6,52360811135985;9,92489834774099;"1";46,5820890716188;"Coleoptera *"
-0,4;8,28762121490475;0,103160243360287;6,7704842963484;10,1447196973463;"1";50,7772380477459;"Coleoptera *"
-0,2;8,53596884317057;0,100454527938268;7,01044799574623;10,3934533336229;"1";54,9723870238729;"Coleoptera *"
0;8,79175847956706;0,0990273833227528;7,24074890851933;10,6750031163345;"1";59,167536;"Coleoptera *"
0,2;9,05521313200215;0,0989341558992991;7,45908868188489;10,9928824234415;"1";63,362684976127;"Coleoptera *"
0,4;9,32656249105947;0,100178569816935;7,66389332800827;11,3499450183819;"1";67,5578339522541;"Coleoptera *"
0,6;9,60604313025205;0,102712017743449;7,85445225771737;11,7482494759067;"1";71,7529829283812;"Coleoptera *"
0,8;9,89389871227682;0,106442498179059;8,03088563458622;12,1890954725115;"1";75,9481319045082;"Coleoptera *"
1;10,1903802014498;0,111249657705414;8,19397260136211;12,6731993993777;"1";80,1432808806353;"Coleoptera *"
1,2;10,4957460825069;0,117000860474822;8,34491663612064;13,2009330508626;"1";84,3384298567623;"Coleoptera *"
1,4;10,8102625859618;0,123564357544682;8,48512161750333;13,7725518201625;"1";88,5335788328894;"Coleoptera *"
1,6;11,1342039202166;0,130817940857956;8,61602078368356;14,388370229066;"1";92,7287278090164;"Coleoptera *"
-2,4;2,55932792883955;0,433058276971366;1,09523184358365;5,98061450250177;"1";8,8257482864753;"Orthoptera ***"
